loc_x,loc_y,sentence,parsetree
5.57,5.55,somewhat near to the left of the right corner of the far half of the bottle,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))))
5.71,6.57,very far from the right corner of the near half of the chair,(S1 (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN chair)))))))
5.08,5.33,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.65,5.91,not very near to the center of the edge of the left half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.25,5.97,on the left half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.35,6.36,not very near to the far edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.17,6.14,not very far from the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (DT the) (NN bottle))))))
5.43,6.37,not very near to the right corner of the far half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.1,6.91,very far to the left side of the cup,(S1 (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (DT the) (NN cup)))))))
5.55,5.87,not very far to the right of the far end of the edge of the left half of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN cup))))))))))))))
5.84,5.71,in the near half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.17,5.14,not very near from the edge of the near half of the cup,(S1 (ADVP (RB not) (ADVP (RB very) (RB near)) (PP (IN from) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN cup)))))))))
5.61,5.11,on the right half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.1,5.27,somewhat far behind the far end of the left edge of the table surface,(S1 (ADJP (RB somewhat) (RB far) (PP (IN behind) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN table) (NN surface)))))))))
5.82,5.0,not very near to the right of the near corner of the right half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.53,6.92,not very near to the right of the center of the right edge of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN cup))))))))))))
5.33,5.61,not very far to the right side of the edge of the near half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.15,6.62,on the far half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.69,5.01,in the right half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.53,6.27,somewhat near to the left of the near end of the edge of the right half of the bottle,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))))))
5.97,6.81,somewhat far from the far end of the edge of the right half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))))
5.24,6.43,somewhat near to the right of the far end of the edge of the right half of the cup,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN cup)))))))))))))
5.39,5.98,not very far in front of the middle of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN cup))))))))))
5.91,6.95,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.06,5.56,not very near in front of the left side of the edge of the near half of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN cup))))))))))))))
5.64,5.73,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table)))))
5.34,5.31,not very near in front of the right side of the near edge of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN cup))))))))))))
5.51,6.9,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.06,6.85,very far to the far end of the right edge of the bottle,(S1 (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.14,5.36,not very near in front of the center of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN cup))))))))))
5.81,5.69,not very far to the far end of the edge of the left half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.11,6.72,on the left half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.49,6.44,in the far half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.01,6.89,very far in front of the near end of the edge of the right half of the cup,(S1 (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN cup)))))))))))))
5.52,6.27,not very near to the center of the near edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.07,6.77,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.39,5.36,somewhat near to the left of the middle of the far edge of the table,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN table)))))))))))
5.1,5.0,at the right side of the cup,(S1 (FRAG (PP (IN at) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (DT the) (NN cup)))))))
5.45,5.29,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.01,6.53,in the far half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.14,5.51,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table)))))
5.14,5.66,not very far to the left side of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.64,5.81,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.6,5.94,in the middle of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table)))))))
5.3,6.92,very far in front of the left corner of the far half of the cup,(S1 (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN cup)))))))))))
5.67,6.33,not very near from the center of the bottle,(S1 (ADVP (RB not) (ADVP (RB very) (RB near)) (PP (IN from) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.04,6.96,in the far half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.25,6.89,somewhat far to the far edge of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.63,5.58,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.85,6.36,in the far half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.31,5.08,not very near to the far end of the left edge of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN cup))))))))))
5.07,6.44,in the far half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.44,6.91,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.78,6.48,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.1,6.04,not very near to the left of the center of the far edge of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN table))))))))))))
5.55,5.24,in the near half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.73,6.83,very far from the center of the near edge of the chair,(S1 (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN chair)))))))))
5.66,6.5,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.8,5.41,somewhat far from the right corner of the near half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.94,6.34,not very far to the left side of the edge of the far half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.23,5.82,not very far to the middle of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.32,5.33,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table)))))
5.04,5.17,not very near behind the edge of the far half of the chair,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN behind) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN chair))))))))))
5.69,5.71,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.62,6.93,very far to the far edge of the cup,(S1 (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN cup)))))))
5.3,5.47,not very near to the left of the right corner of the far half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.18,6.68,very far from the edge of the far half of the chair,(S1 (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN chair)))))))))
5.12,6.65,not very far in front of the middle of the table surface,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table) (NN surface))))))))))
5.31,6.6,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.66,6.48,not very near from the center of the bottle,(S1 (ADVP (RB not) (ADVP (RB very) (RB near)) (PP (IN from) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.42,5.94,not very near in front of the right corner of the near half of the table surface,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN table) (NN surface))))))))))
5.78,6.08,somewhat near in front of the left side of the bottle,(S1 (ADJP (RB somewhat) (JJ near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.0,6.24,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.07,6.93,very far to the far corner of the left half of the bottle,(S1 (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ far) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.56,6.25,not very near to the left side of the edge of the far half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.41,6.55,not very far from the far end of the edge of the right half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.54,5.02,not very near to the near end of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (DT the) (NN cup))))))))
5.12,6.49,somewhat far to the middle of the near edge of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.95,6.26,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.09,5.21,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.76,5.57,on the right half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.7,6.42,not very far from the center of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.96,6.21,in the far half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.49,5.08,not very far from the center of the right edge of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN cup))))))))))
5.53,6.48,not very near in front of the right side of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.41,6.2,not very near to the far end of the edge of the left half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.66,5.64,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.46,5.57,not very near to the left side of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.73,5.55,somewhat far to the left side of the far edge of the cup,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN cup)))))))))
5.25,6.35,not very near to the far end of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.14,5.8,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table)))))
5.51,6.86,somewhat far to the edge of the right half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.87,5.89,somewhat far behind the left side of the far edge of the table surface,(S1 (ADJP (RB somewhat) (RB far) (PP (IN behind) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN table) (NN surface)))))))))
5.84,6.9,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
